project,approach,iter,dep_num,history_num,input_file,train_size,test_size,epoch_num,loss,tp,fp,tn,fn,random_precision,precision,recall,f1,auc,accuracy
accumulo,my,4,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.668278158,548,146,179,208,0.699352451,0.78962536,0.724867725,0.755862069,0.637818478,0.672525439
accumulo,my,3,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.546153069,335,55,270,421,0.699352451,0.858974359,0.443121693,0.584642234,0.636945462,0.559666975
accumulo,my,15,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.608679652,260,23,302,496,0.699352451,0.918727915,0.343915344,0.500481232,0.636573057,0.519888992
accumulo,my,23,3,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.674757242,318,48,277,438,0.699352451,0.868852459,0.420634921,0.56684492,0.636471306,0.550416281
accumulo,my,10,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.558538318,425,94,231,331,0.699352451,0.818882466,0.562169312,0.666666667,0.636469271,0.606845513
accumulo,my,29,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.544715106,377,75,250,379,0.699352451,0.834070796,0.498677249,0.624172185,0.633954009,0.580018501
accumulo,my,20,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.517120719,250,21,304,506,0.699352451,0.922509225,0.330687831,0.486854917,0.633036223,0.512488437
accumulo,my,4,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.622170031,357,67,258,399,0.699352451,0.841981132,0.472222222,0.605084746,0.633034188,0.568917669
accumulo,my,15,1,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.54797262,473,117,208,283,0.699352451,0.801694915,0.625661376,0.70282318,0.632830688,0.629972248
accumulo,my,9,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.578045249,362,70,255,394,0.699352451,0.837962963,0.478835979,0.609427609,0.631725682,0.570767808
accumulo,my,1,4,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.513783038,569,159,166,187,0.699352451,0.781593407,0.752645503,0.766846361,0.631707367,0.679925994
accumulo,my,6,5,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.61518085,311,49,276,445,0.699352451,0.863888889,0.411375661,0.55734767,0.630303215,0.543015726
accumulo,my,6,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.635746062,423,98,227,333,0.699352451,0.811900192,0.55952381,0.662490211,0.628992674,0.601295097
accumulo,my,14,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.528757334,583,167,158,173,0.699352451,0.777333333,0.771164021,0.774236388,0.628658934,0.685476411
accumulo,my,28,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.509215176,541,151,174,215,0.699352451,0.781791908,0.715608466,0.747237569,0.62549654,0.661424607
accumulo,my,23,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.644433856,513,139,186,243,0.699352451,0.786809816,0.678571429,0.728693182,0.62543956,0.646623497
accumulo,my,27,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.691697478,692,216,109,64,0.699352451,0.762114537,0.915343915,0.831730769,0.625364265,0.740980574
accumulo,my,11,0,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.542162716,550,156,169,206,0.699352451,0.779036827,0.727513228,0.752393981,0.623756614,0.665124884
accumulo,my,17,2,1,Dataset/accumulo_500_concatenated.csv,1328,1081,400,0.634141266,474,124,201,282,0.699352451,0.79264214,0.626984127,0.70014771,0.622722833,0.624421832
